annual_income,loan_amount,loan_term_months,credit_score,autopay_enrolled,target
51073.0,40910.05,84,647,yes,0
89700.86,71941.48,60,622,no,1
86220.88,45155.98,24,597,no,1
38168.78,16528.08,24,456,no,0
116979.35,64723.11,24,748,yes,1
67715.25,62547.53,24,658,no,0
58722.1,41515.33,60,633,no,1
84931.94,32041.16,24,509,no,1
35315.12,13926.9,24,454,no,1
57404.83,70250.17,84,733,no,1
112942.65,59619.45,48,634,yes,0
84545.47,22790.71,24,624,no,0
28121.78,17426.11,24,612,no,0
70926.91,45240.51,48,687,yes,0
30555.59,9426.86,48,535,yes,1
101981.4,40082.55,60,633,yes,0
69257.73,34285.19,60,612,yes,0
35167.43,19480.19,24,310,no,0
67306.1,14216.43,36,443,yes,1
43315.55,19443.43,36,345,yes,0
30410.37,7302.56,48,438,no,1
38442.72,14650.92,48,307,no,1
85809.76,87800.52,24,699,yes,1
106253.54,63181.36,48,676,yes,0
117567.14,71934.17,36,655,yes,0
105463.08,46199.25,36,690,no,0
79127.78,29753.4,84,402,yes,1
80399.03,75947.03,36,834,no,0
80218.87,63238.81,60,719,no,0
25821.35,12348.59,48,487,yes,0
110955.78,75453.79,24,657,no,0
47790.54,18965.03,36,472,no,0
87902.03,73065.83,60,780,no,0
115183.05,81999.89,24,803,yes,0
50267.01,18167.55,36,617,yes,0
49632.65,26155.51,24,404,yes,0
79328.24,23890.45,72,605,yes,0
27327.46,14108.2,84,448,yes,1
64357.66,16663.9,48,521,yes,1
65566.86,22763.47,36,644,yes,0
94177.43,19946.52,24,502,yes,1
119961.27,86710.49,36,843,yes,0
57238.96,26972.0,72,457,no,1
85967.82,59869.77,60,769,yes,0
118097.05,48058.94,72,568,yes,0
74121.97,72873.77,60,679,no,0
43979.19,14222.1,24,361,yes,0
57916.55,27676.91,84,530,yes,1
33628.47,15802.59,48,422,no,1
99247.77,50361.68,72,619,no,0
100026.88,79680.26,48,646,yes,0
62851.14,44455.54,24,696,no,0
33689.49,12200.17,48,650,no,0
105684.22,80569.71,48,829,yes,0
42150.74,15420.45,60,590,yes,0
72674.91,20657.1,24,622,yes,0
98941.94,55358.34,24,640,yes,1
93627.81,56058.92,72,675,yes,1
89640.81,48322.24,60,703,yes,0
98038.07,41519.72,24,573,yes,1
98399.84,75841.4,24,831,yes,1
85386.2,60624.59,48,701,no,0
39786.68,10060.7,48,478,yes,1
51550.2,26230.44,72,476,yes,1
118028.73,71420.22,24,776,yes,1
34904.41,17268.95,72,402,no,0
118016.58,74921.88,48,696,yes,0
71256.81,33318.79,60,433,no,0
91728.76,66389.15,60,630,yes,0
89844.69,30245.51,60,628,yes,1
86241.79,69782.89,24,720,yes,1
27718.45,6783.68,24,425,no,1
118255.7,68984.75,48,844,yes,1
74384.21,37015.64,24,525,yes,0
103204.5,55467.26,24,575,yes,1
53093.83,22541.74,48,401,yes,1
114408.86,66844.15,36,815,no,0
58665.22,12254.48,24,599,yes,1
98146.01,49915.11,24,596,yes,1
43415.83,17102.29,48,579,yes,0
63143.98,72520.36,48,710,yes,1
67284.15,69256.93,60,659,no,0
86430.01,37017.78,60,511,yes,1
96282.57,77101.77,24,768,yes,1
35040.33,16817.55,24,304,no,0
105398.73,33702.0,36,619,no,0
89715.56,34592.32,36,623,yes,0
112576.48,68110.86,60,733,yes,0
104297.65,81382.91,24,791,yes,1
119676.71,54847.02,24,573,yes,0
68731.42,35943.4,48,571,yes,1
90262.87,82915.02,48,721,no,1
114476.44,47036.39,48,615,yes,0
29210.99,14383.05,36,626,yes,0
68792.52,28864.34,72,595,yes,0
95610.56,82379.49,60,802,no,0
105017.61,42110.84,72,577,yes,1
78928.01,39813.37,36,469,no,0
27954.28,16475.29,24,493,no,0
90132.55,53398.65,36,578,yes,0
26293.39,6522.44,24,408,no,0
60797.84,31827.52,24,663,yes,0
94374.65,53598.09,36,605,no,0
33451.34,14579.65,48,317,no,1
103940.97,66789.64,36,804,yes,0
106029.22,67635.04,36,681,yes,0
71450.77,29182.29,36,509,no,0
87771.33,51740.35,48,756,yes,0
99252.44,85890.49,36,819,yes,0
82181.36,63292.86,84,762,yes,1
81827.62,86547.14,48,826,yes,0
118268.82,72604.07,36,847,yes,0
58668.13,27124.48,36,717,yes,0
118816.8,87668.04,36,661,yes,0
93324.4,78972.1,24,769,yes,0
68544.87,59808.85,24,701,yes,1
100164.87,77915.61,24,659,yes,1
110177.24,63592.91,60,713,no,0
76315.83,38685.06,72,674,no,1
108195.4,51316.81,24,572,yes,0
64196.05,35499.24,24,582,yes,1
106646.74,21613.44,24,537,no,0
52408.26,40715.94,36,664,no,1
104475.52,61995.42,72,809,yes,0
115070.42,59256.42,72,741,yes,0
91261.03,58922.26,36,790,yes,0
82554.16,50613.3,24,780,yes,0
83226.6,64093.58,48,604,no,0
76145.51,60678.17,36,649,yes,0
44313.79,16553.85,36,626,yes,1
97030.79,85353.99,60,711,no,0
107119.54,29303.04,24,620,yes,1
78737.65,35536.16,84,576,yes,1
116184.31,63658.79,24,584,yes,0
75416.25,23925.75,36,475,no,0
83336.55,70512.52,36,724,yes,1
59256.93,66254.75,48,701,yes,0
46798.08,21187.47,84,460,no,1
113533.36,80614.83,24,806,yes,0
85224.91,77674.67,24,737,yes,0
75001.26,62145.16,24,693,no,0
83762.98,55316.14,36,633,yes,0
72061.62,30638.94,48,518,no,0
67680.83,52025.23,36,673,no,0
49024.14,19239.32,24,616,yes,0
104568.6,69307.5,48,708,no,1
108362.14,89174.89,24,758,yes,0
56304.89,18469.16,36,572,no,1
36241.88,16109.02,24,387,yes,0
87684.6,68287.19,24,696,yes,1
81976.2,38880.62,60,723,yes,0
65790.13,40463.47,48,729,yes,0
106228.39,72631.29,72,815,no,0
26194.52,6367.55,24,486,no,1
64974.51,24593.31,36,583,no,1
61384.33,17301.04,24,588,yes,1
56319.35,71135.19,24,708,no,0
56444.78,24685.94,48,463,yes,1
60055.91,30824.21,72,467,yes,1
78903.69,39073.83,24,534,no,1
97883.38,79186.12,48,660,yes,1
53185.97,34525.8,60,749,yes,1
97699.41,72281.4,48,708,yes,0
62600.68,23090.4,48,514,no,0
84940.63,39228.36,60,560,yes,1
25290.51,13552.52,24,520,yes,1
38313.57,19349.21,24,429,no,1
116972.5,36867.85,24,502,yes,1
37116.73,22851.54,48,506,yes,0
54922.31,21581.64,48,640,yes,0
90355.02,71219.24,60,660,yes,0
28544.72,14232.42,48,381,yes,0
92403.95,70697.11,48,661,yes,0
63028.57,47313.86,60,736,yes,1
102296.49,72025.1,24,836,yes,0
42046.09,21967.16,36,500,yes,1
60664.67,14970.11,36,429,no,1
110011.1,64637.91,36,644,yes,0
78979.52,69537.62,24,668,no,1
32130.58,12279.18,60,411,no,0
96191.44,79202.58,48,806,yes,0
106830.73,58424.55,72,806,yes,0
86639.92,54205.06,48,740,no,1
65507.54,21670.28,24,408,no,0
28649.49,6222.8,48,565,no,0
27290.26,14233.22,24,444,no,0
40525.37,15431.06,24,350,yes,0
109684.15,76555.13,60,638,yes,0
94935.6,77336.33,72,751,yes,0
114759.14,69808.3,72,725,yes,0
101998.12,56190.56,36,651,yes,0
101883.31,20830.03,24,529,no,1
30745.91,16394.34,72,404,yes,1
35287.92,8247.37,24,595,no,1
108899.21,42358.88,36,632,yes,0
83395.34,46298.23,60,825,yes,0
57365.31,40316.27,48,677,yes,1
77989.9,39996.47,60,721,yes,0
59874.42,45102.9,36,641,yes,1
39131.66,23291.0,36,598,no,0
111819.9,87387.59,24,816,yes,1
27931.58,13207.99,24,426,yes,1
110595.76,69037.04,48,833,yes,1
105533.55,70674.45,24,627,yes,1
71947.33,73067.13,48,663,yes,0
38084.48,10838.82,72,533,yes,1
74488.61,25833.23,24,583,no,1
70428.18,50387.13,24,747,yes,0
58945.94,42635.05,36,678,yes,0
95185.19,57641.97,24,723,no,1
90519.71,76091.14,36,683,no,0
79982.43,66700.13,48,609,yes,0
98990.14,49683.24,24,718,no,0
74097.87,50466.03,60,652,yes,0
92524.84,43102.83,24,549,yes,0
79560.15,78832.72,36,743,yes,0
119562.51,37236.1,24,616,no,0
80613.03,43900.59,24,780,yes,1
37910.82,19162.32,84,548,yes,1
53579.81,29073.23,24,447,no,1
81664.55,31976.22,72,603,yes,1
46844.47,14543.55,72,549,yes,0
85847.14,53893.18,24,837,yes,1
96015.94,56282.39,36,624,yes,1
62030.27,15562.0,36,526,no,1
71933.44,38023.29,36,412,no,0
56130.12,22398.45,36,646,no,0
108118.97,67228.98,24,759,no,1
93568.77,74905.87,24,805,yes,0
111658.47,60047.54,60,739,yes,0
112616.57,29519.56,36,522,yes,1
37700.67,16239.82,24,547,no,0
55684.22,31814.71,48,695,yes,0
106825.46,68273.57,84,792,yes,1
68137.63,84682.84,72,711,yes,0
46464.45,38978.48,84,618,yes,1
65291.12,32559.43,36,467,yes,0
82672.76,42868.35,36,738,yes,1
104809.4,86293.41,72,681,yes,1
90242.36,54338.95,48,805,yes,0
38989.28,15529.13,84,395,no,1
52961.76,27587.71,24,402,no,1
99055.86,84844.17,48,823,yes,0
97961.99,63318.78,48,812,yes,1
37196.44,20270.4,24,337,yes,1
42487.6,19849.97,36,524,yes,1
114562.6,88819.91,60,756,yes,0
98119.59,42749.55,36,539,yes,0
94847.75,22975.41,48,559,no,0
100741.13,64989.41,72,699,yes,0
42817.69,21303.37,72,445,no,1
95016.38,79383.72,84,776,yes,1
102598.46,46393.63,24,626,yes,1
85805.29,18379.04,60,594,yes,1
54510.2,24824.21,36,472,no,1
103430.9,89193.39,48,660,yes,0
74561.65,61074.13,24,605,yes,0
97387.76,45870.23,36,663,yes,0
79465.69,47019.71,48,678,no,0
48962.26,19018.93,60,407,no,1
84318.37,47498.79,36,628,yes,0
40528.56,21425.81,36,526,no,1
115946.19,85542.36,36,615,yes,0
33040.99,17673.38,24,597,no,1
88119.88,64803.08,36,744,yes,1
61482.89,32644.42,48,698,yes,0
85693.46,47258.74,60,705,no,0
117190.06,57556.48,24,697,no,0
54582.25,14382.63,72,481,yes,1
82632.46,54931.81,24,722,yes,0
110148.14,83802.34,36,845,no,0
82387.18,50605.38,24,682,yes,1
36767.55,20094.92,60,605,no,1
45345.35,10004.62,84,564,no,0
77230.97,18434.29,24,491,no,0
103426.34,86822.73,84,659,yes,0
89487.24,20648.26,24,552,yes,1
89338.02,50055.74,36,668,yes,0
89522.78,44913.06,60,648,yes,0
42638.3,19011.2,36,334,yes,0
37684.4,17225.33,48,316,no,0
88346.61,38295.79,84,678,yes,1
99049.6,60049.32,84,769,yes,1
67713.51,27392.54,48,652,yes,1
112733.7,63436.72,60,782,no,1
65762.4,34012.84,24,740,yes,0
87314.36,80978.08,36,723,yes,1
99711.01,32514.08,72,577,no,1
65638.36,18635.31,36,462,no,1
103557.19,78346.82,24,778,no,1
98492.65,75305.43,60,758,yes,1
111998.59,80830.62,48,789,yes,1
26884.46,5451.82,84,440,yes,1
95756.6,77863.62,24,692,no,0
67829.54,29289.69,36,570,yes,1
112412.15,87832.69,36,724,yes,0
86975.64,39357.69,24,513,no,1
28944.47,8523.0,36,315,no,0
118176.05,66019.3,48,849,yes,0
78164.76,36072.07,36,568,no,0
52528.96,29602.11,48,463,no,1
111998.13,62225.01,24,769,yes,1
110172.76,81314.77,36,811,yes,0
83054.51,77856.07,48,682,yes,0
42088.01,19437.5,24,500,yes,1
105429.95,88558.44,36,803,yes,0
80170.9,20533.74,24,583,no,1
99473.86,58282.12,48,621,no,0
73301.78,27022.05,24,521,no,0
43856.82,12142.85,24,564,yes,1
92445.28,59997.76,36,714,yes,0
41046.25,15424.05,36,377,no,1
109296.01,88591.82,36,699,yes,0
92885.38,76331.85,60,766,yes,0
54920.06,64276.46,36,734,yes,1
35686.09,21640.87,24,538,yes,1
100212.59,37848.98,24,521,no,0
39168.99,19579.38,24,370,no,1
60614.4,73408.43,60,712,yes,1
77459.7,39987.06,48,400,no,0
41638.97,15676.98,84,531,yes,1
78439.38,27821.76,24,640,yes,1
103160.01,45912.41,24,576,yes,0
111755.7,54183.56,24,526,yes,0
74393.5,19635.33,84,450,no,1
43465.51,23691.21,48,398,yes,0
107859.78,39601.09,48,623,no,0
115999.05,54239.56,60,653,no,1
94072.22,57101.76,60,773,no,0
65109.82,57319.62,48,739,yes,0
75719.34,45466.65,48,470,no,1
36883.44,22030.69,24,421,yes,0
35066.35,26045.94,36,619,no,0
95602.33,68460.36,24,841,no,0
88813.42,65248.43,24,774,yes,0
94310.67,72485.63,24,844,yes,0
108011.08,53552.83,24,540,yes,0
61259.22,46158.97,36,689,yes,0
97798.52,64693.24,36,710,yes,0
103381.26,75002.02,60,731,yes,0
91896.09,88492.15,36,661,yes,0
75883.48,22207.97,48,436,no,1
93599.28,86775.19,48,714,yes,0
56431.1,60348.06,36,748,yes,0
38631.02,20299.91,36,524,no,0
62938.97,16074.78,72,568,yes,0
69289.2,21039.67,36,602,no,0
109108.66,26714.08,36,510,yes,0
96507.97,88863.5,24,785,yes,0
108491.73,48505.74,36,679,no,1
110409.84,84315.45,72,704,yes,0
117132.95,84151.48,24,710,yes,0
91985.33,33830.32,48,671,yes,0
88101.35,37057.13,72,626,yes,1
70381.03,15780.38,48,488,yes,0
75114.7,44446.49,48,592,yes,0
75777.92,67698.62,60,678,yes,1
38500.68,21926.26,36,588,yes,1
40985.41,19695.76,36,598,no,1
50625.9,32524.95,72,749,no,0
65583.4,77461.17,36,729,yes,0
53290.96,21740.8,24,558,no,0
34549.48,10648.62,36,526,yes,0
86687.05,64863.49,72,685,yes,1
70455.82,36967.79,24,429,no,1
49620.62,17464.72,24,311,yes,0
37797.27,13019.05,48,590,yes,0
29261.5,7231.77,36,452,yes,1
83311.69,65115.86,48,834,yes,0
57706.07,29599.43,48,642,yes,0
94437.44,50732.33,36,827,yes,1
104546.17,72026.28,48,831,yes,0
90735.21,37335.51,48,646,no,0
37688.28,21451.81,36,523,no,0
89526.67,75635.92,24,839,no,0
67019.57,37312.14,48,690,yes,1
93710.8,80877.5,48,788,no,0
105640.17,82194.4,48,661,yes,0
59582.92,81018.43,24,723,no,1
82820.92,58556.5,60,783,no,0
50386.37,21062.33,24,579,yes,1
49151.85,29894.45,24,646,yes,0
39425.32,17044.66,84,563,no,1
114815.47,32903.73,24,581,yes,1
106922.23,30542.85,48,553,no,0
88770.45,54418.94,60,720,yes,0
83695.35,83180.03,36,756,yes,1
118454.36,80170.55,36,821,yes,0
64960.87,51631.28,24,721,yes,0
94011.94,87008.79,36,729,yes,1
111357.58,77220.18,60,722,yes,0
116436.5,65709.42,36,836,yes,0
98044.13,45411.2,24,586,yes,1
27886.93,11589.54,24,582,yes,1
28377.61,7680.47,36,564,yes,1
49968.2,30189.47,72,301,no,1
91702.22,88082.48,60,841,yes,1
103685.56,68443.19,48,702,yes,0
102691.32,64103.31,24,661,no,1
37221.72,22417.7,24,648,yes,0
112209.71,32580.49,84,569,no,1
30883.99,13670.98,36,634,no,1
68711.23,41606.33,24,541,no,1
117239.11,87920.43,72,616,no,1
50998.38,17282.13,60,647,no,0
48538.14,21704.65,36,443,no,1
76403.8,77798.42,84,685,yes,1
88458.47,53921.93,60,526,yes,1
114138.77,89854.06,84,641,yes,1
39318.13,19286.35,24,505,no,1
26175.27,6078.01,24,343,no,0
69677.55,29211.85,24,597,no,1
62650.48,24835.06,48,473,no,1
90643.24,77805.05,48,835,yes,0
81970.85,41509.41,36,641,no,0
48311.63,21514.44,24,640,yes,0
27252.7,14596.38,24,582,yes,0
101782.73,65697.26,24,650,yes,1
79182.6,22542.6,24,409,no,1
47883.85,11194.89,36,404,yes,1
69365.16,16486.74,24,519,no,0
104189.32,67594.58,24,604,yes,1
76495.13,26287.72,36,593,no,0
113577.25,74825.48,24,605,yes,0
88609.01,36508.41,60,568,no,1
82662.33,69325.03,24,766,yes,1
64813.08,38716.78,48,736,no,0
71591.42,38891.25,24,704,no,1
100793.49,68519.12,48,640,yes,0
25084.01,12304.41,24,449,yes,1
119619.79,50669.62,84,538,yes,0
64725.62,30100.45,36,601,yes,1
33297.44,6786.26,48,530,no,0
110794.52,88548.02,84,704,yes,0
70657.54,29442.19,24,661,yes,1
49043.53,25839.72,24,360,yes,0
109986.13,33573.14,72,531,no,1
104867.42,82187.26,48,703,no,1
97353.99,78894.4,72,827,yes,1
107718.99,54824.76,36,725,yes,0
84072.23,63515.02,60,802,yes,0
65298.61,26697.23,24,449,no,0
77885.75,23763.49,48,479,yes,1
96039.28,20760.82,36,541,yes,0
74421.96,16292.0,36,594,yes,1
90055.97,69645.49,24,628,yes,1
119339.36,62774.81,24,516,yes,1
79390.29,49599.62,24,401,no,0
83588.43,88297.21,36,835,yes,0
59240.4,30466.4,72,447,no,1
81804.5,45838.0,24,659,yes,1
39391.14,16511.53,24,397,yes,0
111347.7,58981.08,24,635,yes,1
25554.18,14559.38,36,547,yes,0
82957.44,44499.85,48,709,yes,0
100569.31,38273.82,36,575,no,0
113889.83,51777.06,24,561,yes,1
97213.9,78030.68,36,617,yes,1
106032.23,84064.8,36,821,no,0
117440.74,72523.73,60,759,yes,1
48600.69,37549.87,24,633,no,0
114202.48,86099.09,36,744,no,0
40542.06,13646.68,48,509,no,0
33091.64,13965.64,36,541,yes,0
49919.4,23421.11,24,351,yes,1
50727.52,63149.21,72,716,yes,0
47214.69,19195.37,24,517,yes,1
53857.75,29691.26,36,442,no,1
105083.8,70280.22,24,823,yes,1
104183.3,29533.23,48,600,no,1
27770.1,11530.32,48,578,yes,1
74191.13,89559.92,60,726,yes,1
112225.16,61708.13,48,578,yes,1
59333.34,24359.4,48,639,no,0
44299.04,18100.22,24,576,yes,1
116355.23,87203.63,72,778,yes,1
114074.92,44815.13,60,530,yes,1
107749.63,27580.7,24,517,no,0
90833.3,45029.45,24,515,yes,0
108540.42,74298.33,36,649,yes,0
118071.48,76310.95,48,746,yes,0
28393.49,13946.44,36,433,no,0
110005.21,58502.78,36,698,yes,1
69089.4,18466.21,24,425,no,1
32295.32,11028.36,84,492,no,0
53507.03,34577.87,60,702,no,0
98952.9,69855.16,48,603,no,0
116194.26,51628.12,36,611,no,1
95904.92,48475.49,36,553,no,1
83219.46,81942.29,72,813,no,0
88958.9,64268.69,48,726,yes,1
97135.82,54410.99,72,780,yes,1
79611.89,31797.44,24,666,yes,1
83185.18,47163.14,72,507,no,1
100493.1,88297.48,24,794,no,1
88220.23,85004.46,36,653,no,1
91208.74,50927.16,24,840,yes,1
93888.78,66984.72,48,688,no,0
107366.2,57735.19,24,527,yes,1
109667.01,77475.97,60,673,yes,1
26506.1,13334.23,24,604,yes,0
106604.82,80823.63,60,718,yes,0
70743.23,37726.3,60,483,yes,1
35932.37,13404.71,24,438,yes,0
97562.11,59702.52,60,762,yes,0
76351.69,23721.38,60,488,no,1
94486.11,80743.8,36,621,no,1
53151.32,32081.53,36,727,no,0
61850.87,34076.65,72,647,yes,0
89955.37,89617.86,24,749,yes,0
81115.68,47715.49,36,619,yes,1
105030.79,29773.62,48,502,yes,0
33581.53,18909.97,36,339,no,0
109262.04,72001.96,24,798,yes,0
45883.78,13498.6,48,439,yes,0
60604.28,22133.57,36,564,yes,1
99827.74,72577.29,84,686,no,1
57163.32,45403.18,36,649,yes,0
99711.88,37160.2,24,557,no,1
100535.61,56931.72,60,819,yes,0
32572.66,25214.56,48,635,yes,0
68207.73,24565.02,48,428,no,1
56162.17,23817.85,36,419,no,1
31569.74,14596.42,24,322,yes,0
40454.49,15756.23,84,552,no,1
86298.94,71598.92,24,834,yes,0
87423.05,26599.6,60,527,no,1
66446.51,18021.27,60,427,no,1
86189.61,67150.65,36,787,yes,0
51015.01,21003.34,36,448,yes,0
47015.6,23647.04,24,414,yes,1
102108.46,25973.2,24,575,no,1
37873.18,13454.17,24,406,no,0
33702.38,26694.91,72,647,no,1
60579.36,44933.25,48,638,no,1
118399.2,75157.87,84,781,no,1
100450.69,87339.76,48,748,no,0
94902.68,88924.68,24,833,yes,0
105880.64,47107.79,48,523,yes,0
58330.35,15347.58,48,401,yes,0
107922.01,29067.91,24,520,no,1
31034.26,16970.22,36,468,no,1
103404.17,86393.24,72,790,yes,0
38057.13,16215.06,36,356,no,1
110240.44,36906.15,36,629,yes,0
47060.52,12146.71,72,319,no,0
112833.07,87933.7,60,651,yes,0
97131.51,39710.36,48,673,yes,0
27369.42,7981.55,24,333,yes,0
75715.18,16489.59,24,573,no,1
61401.54,29256.25,36,443,yes,1
109445.0,87367.46,48,789,yes,0
70001.54,38862.37,24,405,no,1
26992.29,11888.51,24,348,yes,0
32128.82,15376.9,48,343,yes,1
40043.92,23154.9,60,450,no,1
109099.28,73692.91,36,837,yes,1
102838.55,67678.56,48,765,yes,1
88862.05,78239.83,24,847,yes,1
79899.32,44525.65,60,737,yes,0
72398.94,38322.84,48,478,yes,0
51003.22,17236.48,60,482,yes,1
40557.08,8744.83,24,330,yes,0
65106.97,28239.5,60,693,no,0
26953.13,8853.51,36,599,no,0
36772.59,18611.95,36,377,no,0
106862.11,52056.09,36,557,no,0
36777.44,16889.57,24,569,no,0
52204.83,26139.99,84,577,yes,1
89537.49,41620.73,24,640,yes,0
106596.98,89636.01,24,786,no,0
40672.6,28704.81,72,612,yes,1
39337.47,18755.12,24,600,yes,1
55413.26,25809.41,24,692,yes,1
119715.79,72778.67,48,762,yes,1
77691.51,37503.02,24,496,yes,0
75146.87,28150.93,36,617,no,0
36571.33,21283.65,72,584,yes,1
95744.4,31608.71,48,647,no,0
96936.67,53901.87,60,619,no,0
39456.27,9300.95,24,521,yes,0
56746.74,22235.17,36,423,no,1
97612.62,58670.36,24,606,no,1
48980.75,28370.2,60,535,no,1
36538.02,22276.65,24,411,no,0
72048.62,57840.96,24,749,yes,0
62199.53,14695.87,48,551,no,0
103953.77,81889.73,36,656,no,1
43908.12,11418.42,36,563,yes,0
54379.55,30898.03,36,583,no,1
102042.82,33016.24,36,579,yes,1
118074.09,81281.23,24,724,yes,0
62469.04,24422.33,48,627,yes,0
111472.53,86926.97,60,765,yes,0
73302.18,35004.47,24,569,yes,0
72845.51,33953.85,36,632,no,0
60078.0,32988.86,36,618,yes,0
31254.61,13119.37,72,484,no,0
49726.63,13444.67,72,414,no,1
26419.21,15174.96,36,585,yes,1
73301.78,27022.05,24,521,no,1
65099.77,30055.76,60,541,yes,1
59170.35,50425.8,48,723,yes,0
75555.94,22235.78,36,578,yes,1
67786.26,37158.38,24,527,no,0
119142.06,57520.24,72,747,yes,0
89988.2,83704.78,36,827,yes,1
42361.59,22034.27,36,498,no,1
26667.55,6568.23,24,597,yes,1
73706.66,34300.35,24,663,no,0
87208.69,81550.87,36,732,yes,0
40321.39,14609.57,84,432,yes,1
99316.18,49228.62,24,562,no,0
113235.27,88023.01,48,630,yes,0
108448.81,62582.82,36,693,no,0
71645.64,16330.69,24,563,yes,0
36159.84,13233.49,24,379,no,1
74904.55,48688.41,36,675,no,0
64199.58,43994.06,24,677,no,1
112328.78,43538.98,24,628,no,0
76189.59,15161.7,24,557,no,0
107289.5,68839.98,60,755,yes,0
44539.75,16448.88,84,460,yes,1
111179.02,39357.37,60,621,no,0
44492.55,10405.58,36,544,yes,0
112228.48,34553.29,48,642,yes,0
33156.24,15442.93,84,484,no,1
82535.7,54306.75,60,803,yes,0
106670.29,77470.88,36,737,yes,0
85752.47,71097.72,84,745,yes,1
109169.41,80526.85,24,763,yes,0
60037.85,30668.57,24,699,yes,0
29312.26,6299.55,60,371,no,1
106294.87,55366.47,24,702,no,1
100273.28,59774.06,24,711,yes,0
101672.25,48000.81,24,540,yes,1
61287.55,25958.48,36,451,no,0
93939.98,72965.38,84,834,yes,1
88006.85,23365.94,36,518,no,0
32594.4,7257.12,36,431,yes,1
91002.74,64074.21,72,690,yes,0
65902.35,57270.8,48,738,yes,1
83000.8,79441.58,36,724,yes,0
46196.81,15110.94,24,475,no,1
72175.95,46290.36,24,480,yes,1
89633.76,86063.91,48,696,no,0
101015.68,72885.23,48,638,yes,0
73005.92,74761.7,60,734,no,0
25735.21,6988.76,48,577,no,1
116538.37,86399.12,60,823,yes,0
118016.27,77529.81,72,704,yes,0
50939.71,25356.5,60,647,yes,0
80706.13,57772.77,72,781,yes,0
84685.33,56396.25,48,691,yes,0
76037.75,25279.35,36,520,yes,1
102830.45,61343.48,36,644,no,1
97081.99,77476.85,36,640,yes,1
94049.0,45299.18,84,699,yes,1
65842.5,48691.37,48,722,yes,0
67132.96,42730.13,84,617,no,1
35599.45,18339.36,72,516,no,1
31029.54,13019.09,84,381,yes,1
46862.03,26968.21,24,587,no,1
75725.43,35737.41,36,717,yes,1
112796.1,77045.01,48,850,yes,0
89957.02,57197.6,36,751,yes,0
87419.76,18507.47,84,568,no,1
80592.8,59606.98,60,644,yes,0
117802.71,85125.85,60,758,yes,0
60083.53,34200.09,24,533,yes,1
54558.17,12001.41,60,533,yes,0
58434.9,18339.85,84,474,yes,1
83550.13,24075.04,72,503,yes,1
83005.9,51777.56,24,681,yes,0
63872.0,32201.05,72,433,yes,1
91406.21,32382.58,24,639,no,0
91535.9,78032.31,24,848,yes,0
84303.65,43567.55,48,654,yes,1
68276.04,16310.58,48,505,no,0
30956.74,15821.35,24,355,yes,1
27003.81,13711.19,72,314,no,1
102386.83,60181.73,36,547,yes,1
26048.34,14383.46,36,374,no,0
99050.56,73333.51,48,715,yes,0
67626.26,32369.87,72,400,yes,0
41418.88,9579.12,48,531,no,0
108843.27,75524.25,24,726,no,0
38256.16,19301.07,24,479,yes,1
92286.31,34954.63,36,585,yes,1
97212.51,58935.56,36,755,yes,0
103053.34,46987.07,48,640,yes,1
111041.07,74613.92,48,715,yes,1
103582.71,80657.53,24,692,yes,1
61766.14,37547.04,48,690,yes,1
95910.21,63702.8,36,791,yes,0
110476.62,65255.22,36,609,yes,0
36305.34,21128.43,36,553,yes,0
112046.89,67236.17,60,710,yes,0
39388.08,25221.5,48,615,yes,0
69702.13,17359.11,24,430,yes,1
68300.5,24126.37,72,478,no,1
42761.79,25302.74,24,613,yes,0
85239.27,59514.34,36,683,yes,0
89068.24,57914.4,48,615,yes,0
49420.98,22435.55,48,339,yes,1
83771.87,73030.65,72,797,yes,0
46302.48,17807.63,36,600,yes,1
86780.58,41741.07,48,649,no,1
92355.13,89985.71,24,752,yes,0
39412.86,13520.36,24,594,yes,0
59923.54,23889.34,72,630,no,0
112345.77,76240.6,60,711,yes,0
89957.25,71286.81,72,757,yes,0
71350.06,44736.44,60,459,no,0
83868.04,71979.38,24,735,no,1
33844.04,14901.26,36,343,yes,0
101363.83,87769.25,60,833,yes,0
95337.87,59690.88,24,765,yes,0
29218.57,11303.8,24,613,yes,0
75228.95,18854.53,48,514,no,0
84221.07,51408.61,72,756,yes,0
29249.27,10256.41,48,530,yes,1
111102.81,89421.59,36,810,yes,0
104754.97,78776.3,60,685,yes,1
90999.82,54987.82,24,752,yes,1
93937.58,87766.24,60,650,yes,1
118168.75,79245.74,36,785,yes,0
25936.49,12467.24,24,320,no,0
52343.0,57380.04,36,729,yes,0
115959.46,67623.06,48,767,yes,0
57860.62,18514.09,36,504,no,0
63537.29,29111.6,48,731,no,0
81381.06,88736.99,36,722,yes,0
113496.83,45724.78,60,655,no,0
63712.19,57519.09,24,677,yes,0
39175.1,16033.2,36,563,yes,0
53517.92,32994.03,60,723,no,0
38233.01,10782.27,24,557,yes,1
87366.72,80936.07,48,799,no,0
50396.49,15267.07,24,589,yes,0
44384.64,16271.55,84,626,yes,1
79439.27,42950.95,36,422,no,0
112577.79,64080.74,60,764,yes,0
62513.63,66251.76,72,677,no,1
102887.06,66307.62,84,788,yes,0
78392.53,41710.25,36,546,yes,1
99988.43,78452.07,24,759,yes,0
83986.05,64523.31,60,827,yes,1
105125.48,80085.11,36,626,yes,1
