annual_income,loan_amount,loan_term_months,credit_score,autopay_enrolled,target
109802.86,60053.23,24,704,yes,0
99664.64,89713.18,72,707,yes,0
70255.09,65700.9,48,746,yes,0
55417.23,29647.5,48,561,no,0
42242.9,34028.87,36,609,yes,0
76778.21,19663.32,48,423,yes,0
109013.42,82230.94,24,740,yes,0
79899.32,44525.65,60,737,yes,0
54845.16,25741.09,24,719,yes,0
82729.83,64345.47,36,727,yes,0
94934.98,83269.12,48,760,yes,0
87261.45,67577.42,72,769,yes,0
67775.56,30236.55,60,612,yes,0
90307.21,68379.07,36,816,no,0
36558.8,16573.43,48,637,yes,0
92979.59,70370.81,24,839,yes,0
82453.6,55324.22,48,681,yes,0
72939.18,21921.07,36,629,no,0
97144.58,83411.94,24,797,yes,0
107428.63,31499.95,36,600,yes,0
118514.81,78608.17,24,740,yes,0
116259.29,79108.1,36,689,yes,0
110061.87,76307.36,60,803,yes,0
99195.33,71209.36,24,846,yes,0
98481.52,58606.51,60,736,yes,0
103543.14,85949.02,48,728,yes,0
113762.9,86163.05,36,828,yes,0
67855.69,46073.49,60,689,yes,0
48605.5,13824.43,36,646,no,0
84039.95,74986.04,24,707,yes,0
92495.25,73237.54,48,672,yes,0
35946.52,18389.16,60,605,no,0
112618.33,63295.31,36,846,no,0
118993.19,70924.99,24,508,no,0
32481.2,13055.47,48,640,yes,0
101365.4,46084.78,60,719,yes,0
79415.63,32823.35,48,592,no,0
103363.57,81553.5,48,696,yes,0
118610.51,58766.53,48,659,yes,0
118758.91,72758.03,60,848,yes,0
96065.72,65778.67,48,701,yes,0
51228.94,21259.43,36,461,yes,0
105937.88,88928.36,60,747,yes,0
94171.11,67590.55,60,780,yes,0
115366.3,67766.72,48,782,yes,0
59474.2,53913.43,36,741,yes,0
63730.35,50004.78,48,699,yes,0
94026.87,50523.5,48,630,no,0
68538.64,46030.53,48,674,yes,0
100299.51,59140.65,48,655,yes,0
56402.36,37841.04,48,741,yes,0
113835.93,43278.45,48,623,no,0
114888.73,79898.02,36,830,yes,0
104150.76,67040.05,36,836,yes,0
79050.69,77780.78,36,652,yes,0
90297.35,60723.19,24,849,no,0
68800.55,85057.17,36,711,yes,0
52783.95,13785.8,36,414,no,0
37001.97,21470.83,36,538,yes,0
66678.32,41240.65,60,677,yes,0
84834.33,72094.97,48,846,yes,0
39643.0,17765.66,48,646,yes,0
57473.65,58948.1,60,709,yes,0
102254.29,60547.38,36,766,yes,0
119295.58,62311.23,36,681,no,0
100483.94,67591.64,36,798,yes,0
68996.75,48187.49,48,698,no,0
95120.57,80706.01,48,810,no,0
108974.74,60381.13,60,765,yes,0
94100.15,85211.23,48,800,no,0
62066.99,15249.3,36,590,yes,0
63732.86,38394.65,36,735,yes,0
114856.25,86071.27,24,688,no,0
37237.9,20817.71,24,592,yes,0
119864.14,79547.66,36,779,yes,0
85970.85,83689.46,60,730,yes,0
56897.21,20986.73,48,686,yes,0
111428.29,87236.9,60,768,yes,0
74523.2,31744.0,60,650,no,0
57481.6,25177.21,48,692,no,0
94598.29,89285.39,60,760,yes,0
58908.59,36822.41,48,699,yes,0
65667.16,36570.71,72,714,no,0
106686.79,77488.72,48,679,yes,0
114314.05,86768.48,24,744,yes,0
103345.07,77989.41,24,817,yes,0
79161.96,42788.84,60,657,yes,0
32474.02,11670.41,36,638,yes,0
85130.98,49655.15,60,656,yes,0
67728.12,69570.12,36,696,yes,0
76140.6,79918.48,36,718,yes,0
33956.26,12535.91,48,625,no,0
66695.72,34340.2,36,670,yes,0
80277.39,52930.82,36,715,no,0
54603.17,52323.93,48,711,yes,0
54105.24,43036.69,48,615,yes,0
118217.88,65893.68,72,815,yes,0
107619.15,82698.04,60,751,no,0
85255.04,36666.28,48,630,yes,0
90850.41,72756.65,24,628,yes,0
85828.42,89722.29,48,733,yes,0
61134.29,77475.24,36,744,yes,0
117259.67,85945.09,48,730,yes,0
107587.48,73773.4,48,702,yes,0
104458.79,40112.0,36,648,yes,0
111472.33,69985.38,48,775,yes,0
117481.13,47145.06,48,517,no,0
100288.91,47992.48,60,700,yes,0
73026.89,39384.24,60,693,yes,0
101997.02,76294.15,60,630,yes,0
93837.91,86875.56,72,789,no,0
109151.16,71975.41,24,792,yes,0
44135.66,20034.11,48,346,yes,0
40350.19,19035.48,36,636,no,0
43224.71,15885.36,48,330,yes,0
72240.27,73162.81,60,705,no,0
102321.52,81780.25,24,636,yes,0
87204.81,87602.02,24,800,yes,0
50556.27,27568.56,60,692,yes,0
112657.49,57788.85,60,636,no,0
107665.81,42854.62,48,615,yes,0
95204.08,61339.56,36,823,yes,0
83925.96,59504.15,48,688,no,0
104591.48,70696.07,36,782,yes,0
88751.03,60242.97,24,784,yes,0
118597.85,82396.02,60,833,yes,0
98551.27,54472.78,48,662,no,0
42940.23,22755.57,48,327,no,0
90949.6,67359.35,48,620,no,0
89811.85,52569.25,36,827,yes,0
117902.12,71792.15,60,704,no,0
110240.44,36906.15,36,629,yes,0
93755.18,36513.93,60,664,yes,0
115752.29,80837.46,36,819,yes,0
83255.88,58571.65,48,802,no,0
112837.1,39872.05,48,587,yes,0
51923.48,23828.72,60,642,no,0
66736.32,15557.18,36,580,no,0
93007.73,75707.89,60,800,yes,0
59042.58,62885.44,48,741,no,0
42161.13,13349.7,36,410,yes,0
97867.49,55537.73,48,841,yes,0
85079.73,83443.1,60,850,yes,0
111636.8,69994.0,48,715,yes,0
86320.2,36775.72,48,618,yes,0
33831.21,9017.99,48,300,yes,0
87018.19,83884.95,60,740,yes,0
115959.46,67623.06,48,767,yes,0
103855.25,61365.58,48,844,no,0
109389.73,83020.91,24,617,yes,0
88468.23,30034.75,48,507,no,0
81177.82,70822.6,48,639,yes,0
96881.26,67093.36,48,682,yes,0
65106.97,28239.5,60,693,no,0
61618.44,77525.63,36,742,yes,0
113103.72,64052.48,24,833,yes,0
90111.76,52959.32,48,787,yes,0
66644.34,43464.35,48,604,yes,0
41226.3,23028.31,48,570,yes,0
63638.97,28484.87,48,638,no,0
50998.38,17282.13,60,647,no,0
82689.66,71768.84,24,724,no,0
67265.11,44102.1,36,627,no,0
109406.83,83143.68,48,767,no,0
85623.42,65522.59,36,846,yes,0
44542.52,13680.06,48,636,yes,0
52168.62,35102.6,48,633,no,0
84890.77,61094.3,48,818,yes,0
86208.44,29354.04,24,607,yes,0
63356.03,86837.32,72,740,yes,0
98211.43,70101.85,60,827,yes,0
64271.54,35249.84,60,648,yes,0
81168.1,49354.1,48,788,yes,0
101718.16,84444.38,24,793,no,0
52765.08,54029.33,36,722,yes,0
83448.89,84020.06,24,775,yes,0
113067.56,45491.03,60,645,yes,0
64408.96,74850.97,72,740,no,0
85435.43,82827.28,24,779,yes,0
119513.82,85039.03,48,642,yes,0
64365.67,36084.63,48,660,no,0
108961.0,63865.77,48,702,yes,0
108069.58,75162.56,48,830,yes,0
100472.31,81968.52,48,670,yes,0
112281.03,89172.44,60,734,yes,0
69941.34,20464.31,24,500,no,0
53973.08,58619.0,60,731,yes,0
49334.0,28702.29,48,620,yes,0
54005.74,26436.03,60,715,yes,0
85253.11,82808.82,48,719,yes,0
67786.26,37158.38,24,527,no,0
74852.12,41381.56,36,745,yes,0
88749.3,27266.85,48,622,yes,0
102186.98,82825.12,48,831,yes,0
100237.83,47209.07,60,668,yes,0
118979.13,73484.53,36,735,yes,0
114370.4,71710.89,48,762,yes,0
77846.45,48460.13,48,713,yes,0
115402.46,88271.34,36,752,yes,0
98694.36,39449.48,36,652,yes,0
26529.54,11179.51,48,370,no,0
116025.19,59512.07,60,712,yes,0
26913.88,15652.15,48,326,yes,0
42580.65,22158.22,48,649,yes,0
118054.79,74595.25,48,736,yes,0
53954.14,42285.21,60,624,no,0
106176.39,87230.26,60,822,yes,0
77243.52,53454.93,60,611,no,0
69154.71,31171.78,36,641,yes,0
55164.55,39735.44,48,608,yes,0
25702.63,5319.92,48,406,yes,0
79054.45,64727.85,24,642,yes,0
61196.81,61630.81,36,684,yes,0
77878.78,20490.44,48,619,yes,0
90988.27,76204.51,60,793,yes,0
109501.0,62923.5,60,757,yes,0
97397.62,36490.93,36,652,yes,0
51644.63,49069.38,36,695,yes,0
52692.87,51129.3,48,739,yes,0
65804.56,54078.29,36,674,no,0
79977.41,41875.0,48,645,yes,0
87528.38,82856.45,36,837,no,0
69720.88,57815.34,48,695,no,0
72440.79,43648.8,36,677,no,0
88832.63,45404.99,36,643,no,0
119222.74,83266.95,36,829,yes,0
70463.63,52447.65,60,747,yes,0
53705.36,70277.89,60,719,no,0
94365.79,61254.93,48,800,yes,0
56582.08,32811.04,24,662,no,0
117373.8,84919.79,60,765,yes,0
86978.57,58456.37,60,782,yes,0
96915.68,55047.42,60,807,yes,0
92128.52,86785.87,60,772,yes,0
62269.11,32648.92,36,638,yes,0
27698.63,12188.54,36,526,yes,0
56231.09,58688.26,48,703,yes,0
54092.17,28639.88,48,650,no,0
42577.61,19902.24,24,648,yes,0
110987.58,73375.67,24,814,yes,0
85543.7,82282.98,36,702,yes,0
42470.59,13662.79,36,644,no,0
80869.98,52560.64,60,661,yes,0
88912.39,79799.74,36,797,yes,0
42597.91,23895.18,48,461,yes,0
109133.79,65835.0,60,763,yes,0
57043.95,29288.74,48,665,no,0
93153.04,34088.19,24,695,yes,0
78106.57,36883.52,60,722,yes,0
85126.82,54394.6,60,727,yes,0
109817.77,65010.85,60,711,yes,0
87226.08,41742.97,24,618,yes,0
110220.53,37880.18,60,622,yes,0
106137.08,75232.31,60,789,no,0
85560.56,46296.38,60,731,no,0
72400.53,47380.34,48,633,yes,0
103407.62,89778.51,60,670,yes,0
54643.15,43964.66,48,663,yes,0
108950.11,76796.36,60,760,no,0
84953.95,85715.86,24,719,yes,0
109701.65,44616.91,36,669,no,0
57348.72,24993.05,48,665,yes,0
111901.85,89927.04,48,708,yes,0
74129.31,51145.96,36,641,no,0
92519.03,55729.23,48,541,no,0
74060.77,38959.67,24,584,yes,0
94961.08,86710.01,48,805,yes,0
97556.15,66512.25,72,718,yes,0
119141.85,71242.21,60,771,yes,0
107049.14,66203.2,48,803,yes,0
106681.83,55235.57,36,516,no,0
88137.3,76472.49,24,750,yes,0
84693.96,32840.87,36,502,no,0
32771.81,18375.85,48,405,no,0
84954.18,83034.57,24,702,yes,0
69570.26,33116.73,24,509,yes,0
80988.58,58826.88,48,742,yes,0
78097.3,55777.13,60,713,yes,0
103212.63,71619.82,48,752,yes,0
115600.39,61432.21,72,723,yes,0
93034.2,44254.91,36,581,no,0
116885.2,52625.12,60,707,no,0
82158.28,82775.94,72,776,yes,0
112891.65,81763.85,60,830,yes,0
30446.56,12306.22,24,383,yes,0
65465.29,55803.98,72,713,yes,0
82837.77,57734.94,48,650,yes,0
118492.31,43432.53,48,647,no,0
116958.92,78373.81,60,758,yes,0
116335.78,89637.96,24,809,yes,0
54966.96,24045.03,36,425,yes,0
69995.13,30479.38,48,664,yes,0
68860.87,42684.35,48,694,yes,0
103516.53,63860.94,60,785,yes,0
77015.65,73316.62,48,685,no,0
90320.76,80582.38,48,697,yes,0
109273.02,70096.35,60,842,no,0
69436.22,36148.65,36,687,yes,0
64562.81,18348.23,48,464,yes,0
94675.36,74576.27,60,612,yes,0
75541.44,16136.5,48,426,no,0
96333.7,85422.91,60,746,no,0
75883.39,48865.35,36,744,yes,0
67194.78,57945.28,36,662,yes,0
109537.8,78611.37,36,764,yes,0
110275.64,85631.36,48,751,yes,0
73272.37,25381.25,60,617,no,0
101968.85,73833.1,24,839,yes,0
93739.98,57814.4,36,774,no,0
83894.51,53177.61,72,838,yes,0
110989.04,89204.67,36,776,yes,0
94251.35,66572.65,48,714,yes,0
28896.51,16315.56,24,382,yes,0
64303.11,48420.64,60,627,yes,0
115864.64,67992.44,60,704,yes,0
93158.87,62488.41,60,609,yes,0
113973.46,69970.23,60,764,yes,0
99950.66,67104.64,24,659,yes,0
104721.53,41530.24,48,664,yes,0
106420.84,61740.24,48,524,yes,0
86027.15,34367.95,36,640,yes,0
83371.48,45705.96,48,506,yes,0
107165.65,81965.55,24,757,no,0
82977.47,61556.2,60,829,yes,0
57284.12,32419.68,60,738,yes,0
47805.04,25098.82,36,615,yes,0
84558.73,36211.08,48,593,no,0
63992.95,32303.82,36,733,no,0
80402.03,63754.99,48,725,no,0
112614.25,78036.44,48,684,yes,0
88713.77,68680.41,48,839,yes,0
60986.47,43969.93,36,637,no,0
113060.72,70888.62,48,786,yes,0
111457.25,79312.73,24,661,no,0
92073.59,73916.74,60,728,yes,0
103623.72,88100.55,60,803,yes,0
71297.72,70130.0,36,710,no,0
77165.91,37518.96,48,749,yes,0
65785.82,37609.85,24,522,yes,0
80972.04,85313.58,48,695,yes,0
118173.72,85428.29,60,747,yes,0
102301.7,59392.55,36,775,yes,0
115012.5,61857.74,36,836,yes,0
106514.34,74228.47,48,789,yes,0
105179.1,71900.72,72,729,yes,0
116461.66,69498.65,36,814,yes,0
84126.43,57848.44,36,745,yes,0
33930.59,10847.38,48,388,yes,0
109889.39,30752.23,36,640,yes,0
29402.47,9502.59,36,304,no,0
25137.16,7749.97,36,623,yes,0
62394.74,21543.5,48,522,no,0
89482.97,85055.34,36,726,yes,0
101513.11,76915.29,72,814,yes,0
95364.24,58208.87,72,787,yes,0
73074.57,26439.81,36,516,yes,0
94602.71,87094.06,60,812,yes,0
81060.17,36451.52,24,606,yes,0
67809.73,43596.58,48,740,yes,0
109368.25,81901.81,24,745,yes,0
86238.84,88249.02,24,651,no,0
87490.05,80991.09,60,844,yes,0
31988.65,17216.27,36,620,yes,0
95832.45,83249.72,48,751,yes,0
44983.19,24732.65,24,626,no,0
96684.46,62568.37,36,821,yes,0
53880.21,28984.53,24,689,yes,0
83514.6,23133.77,24,548,yes,0
76371.12,37522.44,48,629,no,0
59256.93,66254.75,48,701,yes,0
113969.78,44878.01,48,676,yes,0
98326.38,71887.72,36,829,no,0
51488.01,52932.27,48,689,no,0
65375.73,78514.19,24,728,yes,0
78584.21,81572.58,48,693,no,0
77847.71,63626.35,60,664,yes,0
58609.89,22966.55,36,678,yes,0
116359.32,66984.13,48,612,yes,0
41070.39,8841.25,48,569,no,0
82050.64,80338.11,24,671,yes,0
76353.79,29463.98,24,603,no,0
39307.18,19049.46,36,630,no,0
51371.43,23193.99,48,566,yes,0
93139.91,77698.58,48,737,yes,0
67982.5,65079.46,36,709,no,0
108507.92,88535.0,60,804,yes,0
50948.28,30398.66,24,543,no,0
54167.91,38342.85,36,606,no,0
43108.36,29805.44,48,610,yes,0
52530.05,38674.02,48,672,yes,0
62190.11,43738.42,60,712,yes,0
73249.72,28811.1,36,688,no,0
119854.89,70059.3,60,843,yes,0
72730.75,54352.48,48,677,yes,0
45974.03,18382.43,48,643,yes,0
96954.93,29613.91,36,542,yes,0
54648.78,57256.77,24,664,no,0
69406.0,85678.6,24,720,yes,0
84667.15,46664.18,48,618,yes,0
112666.46,72849.15,48,812,yes,0
105727.74,55429.77,36,720,yes,0
75605.77,56268.76,36,609,no,0
103562.98,74240.51,48,606,no,0
50405.82,53245.34,72,723,yes,0
102853.61,57486.56,60,798,yes,0
119401.21,81970.13,48,827,yes,0
80647.37,28310.87,60,639,yes,0
81134.31,63308.17,24,756,yes,0
80778.15,61847.57,48,820,yes,0
51452.11,35925.07,60,658,yes,0
89514.75,52520.64,24,837,yes,0
29523.78,14371.87,60,619,yes,0
74807.11,45103.44,60,743,no,0
68071.67,56884.28,60,609,no,0
92019.12,80984.12,60,654,yes,0
61731.94,35848.79,60,617,yes,0
81617.97,40502.23,48,515,yes,0
68673.1,29904.18,48,696,yes,0
105367.52,67238.56,48,794,yes,0
63927.31,62908.78,36,707,no,0
70922.33,38424.66,48,609,yes,0
114355.4,62638.65,60,775,no,0
89604.5,72880.27,24,607,yes,0
47366.65,23271.8,60,616,no,0
67890.77,49831.11,24,653,yes,0
105509.74,34399.8,36,610,yes,0
68558.26,75675.32,48,705,yes,0
100299.6,60350.56,60,821,yes,0
98135.94,61963.09,36,768,no,0
60667.62,22476.15,24,489,no,0
113324.85,65784.73,60,837,yes,0
88428.01,67974.65,60,792,yes,0
85232.03,38509.91,36,624,yes,0
96942.31,89517.03,36,698,yes,0
66317.75,85390.35,48,718,yes,0
45491.95,20555.43,60,609,no,0
118260.86,71050.31,24,673,no,0
86128.56,87374.92,36,728,yes,0
90293.91,52988.74,60,850,yes,0
111297.09,67415.75,60,817,yes,0
63845.69,77870.9,60,706,yes,0
82944.07,48605.74,48,788,yes,0
110262.67,52162.57,48,611,no,0
116204.05,61366.31,48,730,yes,0
87530.64,72981.71,24,613,yes,0
118103.7,67149.85,48,712,yes,0
29721.01,8628.05,48,524,yes,0
118217.16,72106.74,48,722,yes,0
93493.86,58677.51,24,754,no,0
91381.25,88971.69,60,796,no,0
116006.5,84651.67,48,792,yes,0
119994.72,84431.58,36,688,yes,0
90731.77,61137.03,60,759,yes,0
87150.71,62225.37,48,752,yes,0
72563.14,53322.34,36,642,no,0
119335.31,62350.41,24,628,yes,0
94435.05,64677.4,36,695,no,0
27623.33,16615.55,48,602,yes,0
114387.78,67110.48,72,845,yes,0
38304.13,15580.04,36,627,no,0
84081.92,65609.31,60,766,yes,0
94902.68,88924.68,24,833,yes,0
118041.47,89256.59,72,771,yes,0
105599.98,83736.26,24,734,yes,0
62633.32,57783.46,24,700,yes,0
83132.61,51932.5,24,659,yes,0
97812.73,70019.61,48,830,yes,0
102140.6,74282.4,60,847,yes,0
96667.88,76183.46,72,737,yes,0
119814.66,82775.84,60,687,yes,0
60947.84,28664.42,36,658,yes,0
39780.74,10339.82,48,369,no,0
79190.88,62424.54,60,604,yes,0
72515.28,60674.61,24,727,yes,0
59031.7,15872.17,48,412,yes,0
84139.91,47339.49,36,572,yes,0
115262.86,69808.36,36,784,yes,0
99510.36,47817.48,48,711,yes,0
109805.59,70192.92,48,656,no,0
97713.26,63413.76,60,748,no,0
55342.77,54338.18,24,690,yes,0
80081.72,77165.18,48,744,no,0
56347.59,35547.61,60,657,no,0
51603.02,30072.75,36,650,yes,0
79549.2,60338.84,36,658,yes,0
77469.12,25954.31,48,647,yes,0
88507.12,89770.64,36,843,no,0
108165.51,83508.06,36,687,yes,0
70844.8,32451.69,24,526,yes,0
25767.66,8448.68,48,419,no,0
108147.98,78261.87,48,775,yes,0
106344.02,72264.71,60,787,yes,0
44102.81,20236.12,36,479,yes,0
80686.63,65317.79,72,771,yes,0
62520.68,80280.09,36,748,yes,0
111338.72,87587.61,60,831,yes,0
48007.32,29110.18,36,418,no,0
41847.33,25440.62,48,628,no,0
85397.18,77250.7,48,721,yes,0
88714.63,40989.92,36,610,yes,0
93428.9,40671.66,48,618,no,0
65518.19,51940.64,48,695,no,0
96225.21,81852.76,24,754,yes,0
87162.22,88203.86,24,739,yes,0
59915.26,35042.37,48,485,yes,0
78756.13,52436.0,60,626,no,0
104588.61,70696.39,24,623,yes,0
52249.47,40635.76,48,641,no,0
118010.99,59816.58,48,510,no,0
66243.29,37867.23,24,566,no,0
72949.06,37213.39,48,549,no,0
96794.12,83463.48,72,786,yes,0
61763.94,88643.38,48,750,yes,0
102275.67,86418.39,48,741,yes,0
62669.79,74894.93,72,748,yes,0
45508.46,31838.75,48,626,no,0
54658.01,19279.36,36,489,yes,0
91341.82,87901.54,48,658,yes,0
44460.04,20811.54,48,537,yes,0
64877.44,30984.27,48,673,no,0
51904.34,25664.33,48,639,yes,0
99158.86,54294.38,72,754,yes,0
32131.39,17961.36,36,382,no,0
103981.24,62431.33,48,761,yes,0
25852.05,8479.98,48,473,no,0
69113.23,36506.81,24,691,yes,0
89587.44,73722.41,48,654,yes,0
109921.74,75148.2,36,833,no,0
98044.9,19865.24,48,524,no,0
82235.05,80917.05,60,844,yes,0
81777.75,74094.24,36,808,yes,0
81727.01,65891.32,48,601,yes,0
103173.23,86732.0,36,727,no,0
103203.99,33016.55,36,622,yes,0
61939.47,54047.46,48,747,no,0
63772.63,25502.12,48,690,no,0
112043.1,74125.95,60,842,yes,0
108005.24,77904.91,36,748,yes,0
77927.57,60900.22,24,684,yes,0
54020.14,39373.99,36,635,no,0
63527.24,35724.05,48,611,yes,0
52385.71,44148.17,60,631,no,0
65450.15,26329.2,36,615,yes,0
73888.01,50462.88,24,673,no,0
38436.22,8112.36,48,436,no,0
112131.5,44701.28,36,607,yes,0
118634.53,88404.39,24,806,yes,0
33973.24,14845.87,48,639,no,0
69804.55,32694.57,24,666,yes,0
73104.11,66429.36,36,685,yes,0
57764.71,21487.95,48,648,no,0
98850.3,65708.42,36,611,yes,0
96349.34,57711.02,24,769,yes,0
77878.02,63859.34,72,746,no,0
30714.32,11375.44,24,502,yes,0
55268.51,24942.36,48,690,no,0
81979.51,53760.21,36,760,yes,0
101574.41,78736.02,48,716,yes,0
89414.31,88499.41,36,680,yes,0
85518.41,64876.99,48,626,no,0
77742.35,81668.48,60,731,yes,0
69203.59,84293.5,60,713,yes,0
54309.75,28519.48,48,730,no,0
94629.92,33895.33,36,567,no,0
110061.51,83327.13,24,692,yes,0
107454.75,74128.79,48,824,yes,0
101530.29,83903.39,24,804,yes,0
107326.98,79299.51,24,777,yes,0
103544.89,67867.93,36,830,yes,0
60859.69,33414.7,48,511,no,0
115648.8,82146.8,60,705,yes,0
81114.99,45786.89,48,500,no,0
108996.46,60898.3,48,695,no,0
57151.1,57834.28,48,652,no,0
93826.28,62818.81,60,713,yes,0
82866.96,61658.26,72,722,yes,0
39698.91,11734.72,48,506,yes,0
94268.86,61056.15,36,602,yes,0
115233.63,71778.58,36,774,yes,0
108118.97,55381.31,48,568,no,0
113687.28,55899.54,60,716,yes,0
54390.31,23313.57,36,645,yes,0
101683.19,71588.3,36,697,yes,0
99529.81,65694.87,72,719,yes,0
85928.92,81317.15,60,697,yes,0
110877.49,74403.03,48,786,no,0
109782.53,62786.59,60,803,yes,0
85976.69,61162.27,36,757,no,0
119620.58,77574.69,48,639,yes,0
38112.74,7880.11,36,308,yes,0
85845.67,65127.85,60,841,yes,0
101376.68,63745.55,48,811,yes,0
108728.06,85767.32,24,619,yes,0
119040.69,77579.69,48,820,yes,0
113683.62,66506.96,48,796,yes,0
50293.77,22454.91,48,458,yes,0
90245.22,45922.71,24,677,yes,0
27350.92,15656.83,48,372,no,0
91180.41,40514.57,48,730,no,0
63013.69,56365.71,36,682,yes,0
40993.43,27872.08,36,629,no,0
114377.42,78817.82,48,752,yes,0
96092.01,58552.74,72,845,no,0
84563.79,70142.23,60,707,yes,0
95307.33,20502.72,48,535,yes,0
115667.25,30774.02,36,580,yes,0
67199.29,47430.64,60,740,no,0
41184.69,24321.62,36,617,no,0
106926.03,57574.03,24,691,yes,0
110329.76,78817.12,72,774,yes,0
106250.88,57607.18,60,690,yes,0
67179.04,28996.49,60,659,yes,0
87173.25,62894.4,60,779,yes,0
106145.83,57304.64,24,788,yes,0
119627.24,66872.15,36,738,no,0
116462.79,86648.21,36,691,no,0
62785.32,46494.53,36,716,yes,0
56197.22,27717.02,60,606,yes,0
81633.89,57662.44,72,791,yes,0
104100.2,50243.02,60,693,yes,0
105610.01,44620.48,48,649,yes,0
63802.11,85643.7,36,724,yes,0
65885.22,69344.05,48,682,yes,0
103238.72,41740.35,48,667,no,0
117678.68,49879.12,36,646,no,0
108762.02,88131.22,60,730,yes,0
79890.28,22119.47,36,623,no,0
100955.89,72825.01,36,718,yes,0
84438.6,73451.44,60,752,yes,0
65499.06,40844.21,60,712,yes,0
56906.28,72917.3,48,703,yes,0
106081.45,49104.62,36,600,yes,0
118190.88,40095.07,36,612,no,0
95993.36,43892.23,36,637,yes,0
67787.8,59546.83,36,654,yes,0
100775.02,61661.82,36,736,no,0
89709.42,72431.55,48,752,yes,0
118268.16,35168.07,36,641,yes,0
36120.1,23670.13,48,626,yes,0
90840.22,33306.71,60,607,yes,0
31048.22,24022.8,36,647,no,0
98466.24,37468.56,36,653,yes,0
48095.14,23740.63,36,491,yes,0
81966.09,68158.49,48,792,yes,0
37003.64,12922.25,48,633,yes,0
71486.66,65145.19,36,722,no,0
104363.68,65011.04,24,850,yes,0
109451.35,31386.19,36,627,yes,0
94461.78,49758.24,36,603,yes,0
104087.06,60488.7,36,788,yes,0
32003.16,23391.96,48,627,no,0
26663.66,16351.46,48,637,yes,0
69180.88,48556.15,48,608,yes,0
62725.4,58954.51,36,672,yes,0
103063.72,40819.19,60,616,no,0
80112.46,50511.99,60,783,yes,0
114352.15,69335.13,48,704,yes,0
58296.76,34130.53,36,715,yes,0
105153.96,53181.26,60,666,no,0
119453.02,33660.48,36,506,yes,0
49038.49,33029.14,36,608,yes,0
85975.67,63711.61,36,824,no,0
89347.38,63389.54,24,651,yes,0
42733.22,22932.42,48,637,yes,0
65806.36,54321.17,60,706,no,0
66166.6,84436.53,48,738,yes,0
111783.59,71718.29,36,722,no,0
115064.22,83613.18,36,836,no,0
116442.95,74302.21,36,786,yes,0
46644.22,30217.42,36,627,yes,0
39791.78,16636.29,36,641,yes,0
57706.89,22712.28,36,671,yes,0
84320.15,59775.9,36,730,yes,0
116573.14,81323.62,60,772,yes,0
28307.05,12612.09,48,644,yes,0
72684.77,56086.56,60,680,yes,0
113722.43,50312.81,60,675,no,0
102195.69,50445.02,24,647,yes,0
61573.65,34054.86,36,660,no,0
119525.31,69460.8,36,764,yes,0
90932.17,62067.57,60,662,yes,0
66284.93,79477.3,36,717,yes,0
55752.66,38635.31,36,624,yes,0
109336.58,80004.84,24,654,yes,0
98196.07,60649.72,60,704,yes,0
59170.35,50425.8,48,723,yes,0
81023.33,23343.42,48,625,no,0
52594.05,37126.31,24,613,yes,0
59142.75,19910.36,36,411,no,0
105840.39,56960.79,48,674,no,0
86263.87,71619.66,48,826,yes,0
89957.25,71286.81,72,757,yes,0
33401.77,13638.65,48,325,no,0
102701.97,62075.92,72,713,yes,0
71603.92,62583.38,24,656,yes,0
88185.72,45572.26,60,734,no,0
56552.05,26255.95,60,694,yes,0
74529.1,69663.64,48,669,no,0
118749.33,86827.43,48,748,no,0
109699.67,82482.58,60,844,yes,0
103991.76,73226.75,48,741,yes,0
112643.5,66971.32,36,686,no,0
94379.08,73555.87,36,833,yes,0
85402.6,45365.58,48,613,no,0
89073.9,52399.73,36,846,yes,0
118128.52,77992.31,36,783,yes,0
63429.44,69064.78,60,694,no,0
80581.64,56837.62,24,766,yes,0
116215.93,88935.99,72,833,yes,0
103195.84,51416.75,36,632,yes,0
73916.82,40724.17,24,702,yes,0
71237.44,16691.61,36,555,no,0
33461.15,12428.61,36,471,no,0
73129.75,71298.17,60,718,yes,0
101684.37,82089.73,48,815,yes,0
99510.35,81095.13,24,666,yes,0
71543.66,71867.32,48,724,yes,0
42849.89,14537.26,24,344,yes,0
90794.2,45930.33,48,705,yes,0
80440.08,62995.08,48,781,yes,0
110732.35,81723.62,60,735,yes,0
60321.89,65097.3,60,730,yes,0
61786.75,60788.87,36,678,yes,0
103348.25,66498.85,60,848,yes,0
41151.29,25112.48,48,390,no,0
30254.63,10371.51,36,590,yes,0
113231.18,66527.06,36,609,yes,0
79026.83,39749.2,24,662,no,0
91126.81,66334.67,72,783,yes,0
39837.2,22922.13,48,620,yes,0
39444.04,15998.89,60,614,yes,0
31228.49,6773.9,48,465,yes,0
83086.4,71183.13,60,784,yes,0
116974.41,72620.58,60,765,yes,0
68599.61,70502.21,24,743,yes,0
107473.45,55390.48,24,726,yes,0
92501.47,88967.22,60,772,yes,0
52337.01,28490.77,36,647,yes,0
109448.03,62203.44,24,581,yes,0
44947.5,34559.14,48,610,yes,0
118218.14,85018.64,48,818,no,0
52419.2,30386.94,48,611,no,0
114303.33,34371.32,24,649,yes,0
113448.73,74573.05,36,795,yes,0
77876.58,59103.6,48,705,yes,0
